LOCATIE gegevens
NITG-nr	X-coord	Y-coord	Coordinaat systeem	Kaartblad	Bepaling locatie	Maaiveldhoogte (m tov NAP)	Bepaling maaiveldhoogte	OLGA-nr	RIVM-nr	Aantal analyses	Meetnet	Indeling	
B40C0495	186450	437023	Rijksdriehoeksmeting	40C		9.12		40CA3495	1057	43			

KWALITEIT gegevens VLOEIBAAR
NITG-nr	Monster datum	Monster-nr	Monster apparatuur	Mengmonster	Bovenkant monster (cm tov MV)	Onderkant monster (cm tov MV)	Analyse datum	111CL3EA (ug/l)	112CL3EA (ug/l)	11DCEa (ug/l)	12CL2PA (ug/l)	12DCEa (ug/l)	2,4-D (ug/l)	24D (ug/l)	24DNP (ug/l)	AL (ug/l)	AS (ug/l)	Abamectine (ug/l)	Al (mg/l)	Al (mg/m3)	Al (ug/l)	As (mg/m3)	As (ug/l)	Atrazine (ug/l)	BAM (2,6-dichloorbenzamide) (ug/l)	Ba (mg/m3)	Ba (ug/l)	Bentazon (ug/l)	Broompropylaat (ug/l)	Bupirimaat (ug/l)	Butocarboxim (ug/l)	Butocarboxim-SO (ug/l)	C-DOC (mg/l)	C-HCO3 (mg/l)	C12DCEe (ug/l)	CA (mg/l)	CD (ug/l)	CH4Cl2 (ug/l)	CL (mg/l)	CL3MA (ug/l)	CR (ug/l)	CU (ug/l)	Ca (g/m3)	Ca (mg/l)	Cd (mg/m3)	Cd (ug/l)	Cl- (g/m3)	Cl- (mg/l)	Co (ug/l)	Cr (mg/m3)	Cr (ug/l)	Cu (mg/m3)	Cu (ug/l)	DCBN (ug/l)	DMST (ug/l)	DNOC (ug/l)	DOC (g/m3)	DOC (mg/l)	Diazinon (ug/l)	Dichloormethaan (ug/l)	EC (mS/m)	EC-5 (mS/m)	EC-veld (uS/cm)	EC-veld_5 (mS/m)	EC25C (uS/cm)	ECLAB (uS/cm)	ECVELD (uS/cm)	EOX (ug/l)	Etridiazool (ug/l)	F- (g/m3)	FE (mg/l)	Fe (g/m3)	Fe (mg/l)	H-3 (TU)	HCO3 (g/m3)	HCO3 (mg/l)	HCO3-Veld (mol/l)	HCO3VELD (mg/l)	HTI (4-hydroxy-2,5,6-trichloorisoftalonitril (ug/l)	Haloxyfop-p-methyl (ug/l)	Hexythiazox (ug/l)	Hg (ug/l)	Imazalil (ug/l)	K (g/m3)	K (mg/l)	MCPA (ug/l)	MCPP (ug/l)	MG (mg/l)	MN (mg/l)	Mg (g/m3)	Mg (mg/l)	Mn (g/m3)	Mn (mg/l)	Mn (ug/l)	Mo (ug/l)	NA (mg/l)	NH4 (g/m3)	NH4 (gN/m3)	NH4 (mg/l)	NH4 (mgN/l)	NI (ug/l)	NO2 (mgN/l)	NO3 (g/m3)	NO3 (gN/m3)	NO3 (mg/l)	NO3 (mgN/l)	NO3+NO2 (mgN/l)	Na (g/m3)	Na (mg/l)	Ni (mg/m3)	Ni (ug/l)	O-PO4 (gP/m3)	O-PO4 (mg/l)	P (mg/l)	P (ug/l)	P-totaal (mg/l)	P-totaal (mgP/l)	PHLAB (-)	PHVELD (-)	PO4 (g/m3)	Pb (mg/m3)	Pb (ug/l)	Pencycuron (ug/l)	Pirimifos-methyl (ug/l)	Propiconazool (ug/l)	Ptot (g/m3)	S (mg/l)	SE (ug/l)	SO4 (g/m3)	SO4 (mg/l)	Se (ug/l)	Sr (mg/m3)	T-5 (C)	T-PO4 (gP/m3)	T-PO4 (mg/l)	T12CL2EE (ug/l)	T4CEe (ug/l)	T4CMa (ug/l)	TCEe (ug/l)	TEMP-V (C)	TEMP-Veld (C)	TEMPVELD (C)	TOTH (mmol/l)	TOTP (mg/l)	T_5 (C)	Terbutylazin (ug/l)	Terbutylazine (ug/l)	Tg (TU)	V (ug/l)	VOX (umol/m3)	Vinczln (ug/l)	ZN (ug/l)	Zn (mg/m3)	Zn (ug/l)	abamectine (ug/l)	aldicarb (ug/l)	aldicarbsulfon (ug/l)	aldicarbsulfoxide (ug/l)	aminomethylfosfonzuur (AMPA) (ug/l)	bupirimaat (ug/l)	carbaryl (ug/l)	carbendazim (ug/l)	carbofuran (ug/l)	chloorprofam (ug/l)	chloridazon (ug/l)	cycloxydim (ug/l)	dichlobenil (ug/l)	diethyltoluamide (ug/l)	dimethoaat (ug/l)	diuron (ug/l)	doc (g/m3)	ethiofencarb (ug/l)	ethofumesaat (ug/l)	etridiazool (ug/l)	fenamifos (ug/l)	fluroxypyr (ug/l)	flutolanil (ug/l)	furalaxyl (ug/l)	glyfosaat (ug/l)	imidacloprid (ug/l)	isoproturon (ug/l)	linuron (ug/l)	metalaxyl (ug/l)	metamitron (ug/l)	metazachloor (ug/l)	methabenzthiazuron (ug/l)	methiocarb (ug/l)	methiocarbsulfon (ug/l)	methomyl (ug/l)	metolachloor (ug/l)	metoxuron (ug/l)	oxamyl (ug/l)	pH (-)	pH-5 (-)	pH-veld (-)	pirimicarb (ug/l)	prochloraz (ug/l)	procymidon (ug/l)	propoxur (ug/l)	propyzamide (ug/l)	prosulfocarb (ug/l)	pyrimethanil (ug/l)	simazine (ug/l)	stijgh_mv (m-mv)	tebuconazool (ug/l)	tolclofos-methyl (ug/l)	
B40C0495	28-11-2007	L2007-11-0235	Slangenpomp	nee	400.0	600.0	29-11-2007																.83				103																			.03			.62		37.4		1.65																																																										4.36											.07									2.06																		.25					4.42																																																					
B40C0495	28-11-2007	L2007-11-0235	Slangenpomp	nee	400.0	600.0	29-11-2007																																																								1163														.0086																																																																11.3																																																						7.15												
B40C0495	28-11-2007	L2007-11-0235	Slangenpomp	nee	400.0	600.0	29-11-2007																										1.95																																																																																																																																																																														
B40C0495	28-11-2007	L2007-11-0235	Slangenpomp	nee	400.0	600.0	29-11-2007																											116																																																																																																																																																																													
B40C0495	28-11-2007	L2007-11-0235	Slangenpomp	nee	400.0	600.0	29-11-2007																																																										1080																																																																																																																																														
B40C0495	28-11-2007	L2007-11-0235	Slangenpomp	nee	400.0	600.0	29-11-2007												0																									162																													.129												.4						19		.042																62.9					.002													18.9																																																																																
B40C0495	28-11-2007	L2007-11-0235	Slangenpomp	nee	400.0	600.0	29-11-2007																																																																																																																																																																																										7.31														
B40C0495	28-11-2007	L2007-11-0235	Slangenpomp	nee	400.0	600.0	29-11-2007																																									62.4																																																																																																																																																															
B40C0495	28-11-2007	L2007-11-0235	Slangenpomp	nee	400.0	600.0	29-11-2007																																																																																													.01							3.42																																																																																																				
B40C0495	18-10-2006	L2006-10-0002		nee	400.0	600.0	18-10-2006									10	.5																			151	.02		73.9		15.2	.88																1.48								1040	1054				.04														.21			17.4	.04							57.5			.01		3.17				.54													7.29	7.09								16.3	.99																-.04					.43			10																																																							
B40C0495	18-10-2006	L2006-10-0001		nee	1300.0	1500.0	18-10-2006									0	2.81																			144	.01		64.2		18.1	.55																2								1020	1027				4.88														26.3			17.3	.92							37.2			.19		3.96				.01													7.26	7.13								25.6	.5																.23					.35			0																																																							
B40C0495	22-02-2006	L2006-02-0024	Slangenpomp	nee	400.0	600.0	24-02-2006																																																																																																																											49																																																																													
B40C0495	22-02-2006	L2006-02-0024	Slangenpomp	nee	400.0	600.0	24-02-2006						<.05		<.05			<.01							.17			<.01			<.05	<.05																							<.03	<.02																							<.02		<.02		<.01			<.05	<.05																																																																					<.05	<.05	<.05			<.05	<.02	<.05		<.02	<.05						<.05	<.01			<.05	<.01			<.05				<.02			<.05	<.05	<.05			<.05							<.05								
B40C0495	22-02-2006	L2006-02-0024	Slangenpomp	nee	400.0	600.0	24-02-2006																																																																																																																																																								<.2																				<1																												
B40C0495	22-02-2006	L2006-02-0024	Slangenpomp	nee	400.0	600.0	24-02-2006																																																																											<.02																																																																																																																													
B40C0495	22-02-2006	L2006-02-0024	Slangenpomp	nee	400.0	600.0	22-02-2006																																																								1262																																																																														10																																																						7.72												
B40C0495	22-02-2006	L2006-02-0024	Slangenpomp	nee	400.0	600.0	24-02-2006	<.1	<.1	<.5	<.5	<.5												<.01					<.01	<.02					<.5			<1		<.1														<.05					<.01	<1									<.05																																																						<.01	<.01	<.03											<.5	<.1	<.1	<.1							<.01					<.02													<.02				<.01	<.01	<.01					<.05			<.01			<.01	<.01	<.02		<.01	<.01				<.01	<.01					<.01	<.2	<.01		<.01	<.01	<.01	<.01		<.02	<.01	
B40C0495	22-02-2006	L2006-02-0024	Slangenpomp	nee	400.0	600.0	24-02-2006														<50		<2																					170		<.1					<.8		<1																																<1						22			28															67		3											<1																																6																																																					
B40C0495	22-02-2006	L2006-02-0024	Slangenpomp	nee	400.0	600.0	24-02-2006																																																																					530																																																																																																																																			
B40C0495	22-02-2006	L2006-02-0024	Slangenpomp	nee	400.0	600.0	24-02-2006																																									110																																																				.07		.03				2.8											<.05																																																																																										
B40C0495	01-12-2005	L2005-12-4094		nee	400.0	600.0	01-12-2005									6.6	.6																			177.3	.03		120.18		11.53	1.23																1.73								1260	120.2	<1			.01							483.06							-2.2			21.18	.02							68.94			0		4.19				3.14													7.26	6.95								19.5	2.03		60												11.8		.01					.09			5.8																																																							
B40C0495	27-10-2004	L2004-10-0103		nee	1300.0	1500.0	27-10-2004													<10		1.43				156																	150.6		<.05		67.45			.11		.26												100.2								5.082			456.4									26.3						18.05		1.032					.2						<.07					38.06		2.9											<.2					.2			80			353.2													11.2								4																		2.38																							7.16										-1.897			
B40C0495	27-10-2004	L2004-10-0102		nee	400.0	600.0	27-10-2004													20		.55				101																	144.78		<.05		95.15			.32		2.51												101.7								.095			462.3									.5						16.37		.065					.02						<.07					51.17		4.6											.5					<.06			46.14			459.5													11								24																		1.1																							7.07										-1.874			
B40C0495	21-10-2003	L2003-10-0041		nee	1300.0	1500.0	21-10-2003																																																																																																																																																																																																					-2			
B40C0495	21-10-2003	L2003-10-0040		nee	400.0	600.0	21-10-2003													<10		.9				120																	152.92		<.05		97.3			.16		.33												93.28								.102			470									.4						17.31		.109					.03						<.07					55.97		1.9											.3					<.06			45.87			506.4													13.3								9																		1.62																							7.13										-2			
B40C0495	15-10-2002	C2002-10-8073		nee	1300.0	1500.0	15-10-2002													<53.960		0.974				168.916																	156.993		0.079		72.034			<1.040		<1.271					2.402					106.80										5.345			455.209									28.230						18.937		1.092						0.210						<0.028				39.014		5.699											<0.300								87.030			403.928	12.4	0.220																			<13.078																																									6.99										0.363			
B40C0495	15-10-2002	L2002-10-0074		nee	1300.0	1500.0	15-10-2002													<53.96		.974				169																	157		.079		72			<1.04		<1.271												94.52								5			455.21									28.23						18.94		1					.21						<.028					39.01		6											<.3					.22			87			404													12.4								<13.078																		2.4																							6.99										.363			
B40C0495	15-10-2002	C2002-10-8074		nee	400.0	600.0	15-10-2002													<53.960		2.622				112.611																	157.835		0.022		79.124			<1.040		<1.271					1.633					103.50										0.614			489.380									0.391						17.941		0.156						0.042						<0.028				51.590		1.285											<0.300								43.323			497.682	13.8	<0.062																			<13.078																																									7.00										0.386			
B40C0495	15-10-2002	L2002-10-0073		nee	400.0	600.0	15-10-2002													<53.96		3				113																	158		.022		79			<1.04		<1.271												91.6								.614			489.38									.39						17.94		.156					.042						<.028					51.59		1											<.3					<.062			43			498													13.8								<13.078																		1.63																							7										.386			
B40C0495	18-09-2001	C2001-09-8103		nee	400.0	600.0	18-09-2001													<53.960		0.375				112.611																	159.558		<0.020		83.130			<1.040		<1.271										88.32										0.626			471.074									0.313						18.135		0.215						0.042						0.490				48.969		1.291																			38.904			507.320	13.2	<0.062																			<13.078																																									7.00										0.306			
B40C0495	18-09-2001	L2001-09-7057		nee	1300.0	1500.0	18-09-2001																																																																																																																																																																																																					.283			
B40C0495	18-09-2001	C2001-09-8102		nee	1300.0	1500.0	18-09-2001																																																																																																																																																																																																					0.283			
B40C0495	18-09-2001	L2001-09-7056		nee	400.0	600.0	18-09-2001													<53.96		.375				113																	160		<.02		83			<1.04		<1.271												88.32								.626			471.07									.31						18.14		.215					.042						.49					48.97		1																<.062			39			507													13.2								<13.078																																									7										.306			
B40C0495	30-10-2000	C2000-10-8270		nee	1300.0	1500.0	30-10-2000													<53.960		1.049				173.036																	152.384		<0.020		75.083			<1.040		<1.271										88.41										5.602			463.752									28.739						18.476		1.192						0.196						<0.028				40.003		7.072																			87.703			390.785	12.4	0.313																			19.617																																									7.79										-1.707			
B40C0495	30-10-2000	C2000-10-8271		nee	400.0	600.0	30-10-2000													<53.960		2.547				102.998																	141.963		0.067		76.927			<1.040		<1.271										78.23										0.531			447.887									0.313						15.899		0.185						0.070						<0.028				45.244		<1.174																			43.515			452.995	13.3	0.099																			13.078																																									8.00										-1.684			
B40C0495	30-10-2000	L2000-10-7080		nee	1300.0	1500.0	30-10-2000													<53.96		1				173																	152		<.02		75			<1.04		<1.271												88.41								6			463.75									28.74						18.48		1					.196						<.028					40		7																.313			88			391													12.4								20																																									7.79										-2			
B40C0495	30-10-2000	L2000-10-7079		nee	400.0	600.0	30-10-2000													<53.96		3				103																	142		.067		77			<1.04		<1.271												78.23								.531			447.89									.31						15.9		.185					.07						<.028					45.24		<1.174																.099			44			453													13.3								13																																									8										-2			
B40C0495	28-10-1999	C1999-10-8188		nee	400.0	600.0	28-10-1999													21.00		2.80																					160.00		<0.05		70.00			<0.80		2.30										99.60										0.60			501.00									0.40						21.50								<0.05						0.09				69.00		2.40											0.44								<5.00				11.8	<0.05																			18.00																																									7.1													
B40C0495	28-10-1999	L1999-10-7961		nee	400.0	600.0	28-10-1999													21		2.8																					160		<.05		70			<.8		2.3												99.6								.6			501									.4						21.5							<.05						.09					69		2.4											.44					<.05			<5																11.8								18																																									7.1													
B40C0495	15-10-1998	C1998-10-8123		nee	1300.0	1500.0	15-10-1998													<15.00		0.82																					150.00		50.00		66.00			<0.80		0.99										97.5										5.50			472.00									31.00						18.00								0.12						<0.05				36.00		10.00											0.80								74.40				12.4	0.08																			11.00																																									7.00													
B40C0495	15-10-1998	L1998-10-9194		nee	400.0	600.0	15-10-1998													<15		1.35																					130		49		59			<.8		2.5												91.3								.3			453									.34						15							.06						.13					45		1.9											.49					.19			56.5																13.4								8.7																																									7.1													
B40C0495	15-10-1998	C1998-10-8122		nee	400.0	600.0	15-10-1998													<15.00		1.35																					130.00		49.00		59.00			<0.80		2.50										91.3										0.30			453.00									0.34						15.00								0.06						0.13				45.00		1.90											0.49								56.50				13.4	0.19																			8.70																																									7.10													
B40C0495	15-10-1998	L1998-10-9195		nee	1300.0	1500.0	15-10-1998													<15		.82																					150		50		66			<.8		.99												97.5								5.5			472									31						18							.12						<.05					36		10											.8					.08			74.4																12.4								11																																									7													
